Gene,StateA,StateB
Mitf,SomNHA6_143,SomNHA3_206
FoxH1,SomNHA6_143,HFB12_056
HoxB4,NPA7_055,NPA7_013
Nfe2,NPA7_054,PSA6_045
Gata1,NPA7_057,HFB9_120
HoxB4,NPA7_057,HFB12_136
Tbx3,NPA7_057,HFB12_004
Gfi1b,NPA7_057,PSA8_040
Myb,SomNHA6_146,HFB13_034
Ikaros,SomNHA6_146,HFB10_099
Tbx20,SomNHA6_146,NPB5_061
Erg,NPA7_051,PSA8_011
Sfpi1,SomNHA6_131,SomNHA6_234
Cbfa2t3h,SomNHA6_131,HFA4_013
Tbx3,NPA7_048,PSA1_094
Sox17,NPA7_047,NPB7_030
HoxB4,SomNHA6_134,SomNHA5_148
Meis1,SomNHA6_134,PSB1_033
Mitf,NPA7_046,SomNHA5_140
Mitf,NPA7_044,NPB4_017
Tbx20,NPA7_044,PSA5_013
HoxB4,SomNHA6_138,SomNHA6_027
Ets1,SomNHA6_138,SomNHA5_161
Meis1,SomNHA6_138,SomNHA3_070
Lmo2,NPA7_041,PSB3_046
Sox7,NPA6_104,SomNHA6_053
Fli1,NPA6_104,NPA6_033
Nfe2,NPA7_033,HFB10_019
Sox17,NPA7_032,HFB13_198
Gfi1,NPA7_032,HFB13_079
Mecom,NPA7_032,HFA4_003
Lmo2,NPA7_032,NPB7_051
Tbx3,NPA7_032,NPB5_065
Tbx20,NPA7_032,NPB2_057
Myb,NPA7_035,HFB9_017
HoxB4,NPA7_035,HFB9_012
Sfpi1,NPA7_035,HFB13_183
Nfe2,NPA7_035,NPB6_024
Tbx3,NPA7_035,NPB2_050
Mecom,NPA7_035,PSA8_040
Sox17,NPA7_035,PSA6_049
Sfpi1,SomNHA6_125,SomNHA6_114
HoxB4,NPA7_034,SomNHA6_048
Tbx3,NPA7_034,HFB9_079
Ikaros,NPA7_034,HFB14_035
Erg,NPA7_034,HFB10_007
Lyl1,NPA7_034,NPB7_042
Sox17,NPA7_034,PSB2_015
Lmo2,NPA7_036,PSB1_068
Cbfa2t3h,SomNHA6_123,NPB7_044
Meis1,SomNHA6_123,NPB4_020
Runx1,SomNHA6_123,PSA6_027
Cbfa2t3h,NPA7_039,HFB13_082
Sfpi1,NPA7_039,HFA4_002
Meis1,NPA6_107,HFB12_077
HoxB2,SomNHA6_120,HFB11_053
Mitf,NPA7_038,HFB12_105
Myb,NPA7_038,HFB10_115
Lmo2,NPA7_038,NPB8_022
Erg,NPA7_038,NPB6_047
Sox17,NPA7_038,NPB6_024
Sfpi1,NPA7_038,NPA6_083
Mecom,NPA7_038,NPA6_027
HoxB4,NPA7_038,PSB1_067
Nfe2,NPA7_038,PSA6_049
Lyl1,HFB13_102,SomNHA5_036
Myb,HFB13_102,SomNHA3_064
Gfi1b,HFB13_103,NPB5_020
Myb,HFB13_103,NPB4_038
Myb,HFB13_107,SomNHA5_057
Gata1,NPA7_031,HFB14_037
Gfi1,NPA7_031,HFB14_010
Mitf,NPA7_031,HFB13_078
Tbx3,NPA7_031,HFB10_148
Tbx20,NPA7_031,PSA1_076
Mitf,HFB13_104,SomNHA5_175
Sfpi1,HFB13_104,HFB12_127
Mecom,HFB13_104,HFB12_001
Myb,HFB13_104,HFB10_041
HoxB4,SomNHA6_129,HFB14_014
Erg,SomNHA6_129,HFB11_125
Lmo2,SomNHA6_129,HFB10_024
Sfpi1,SomNHA6_129,HFA4_063
Mecom,SomNHA6_129,NPB7_042
Sox17,SomNHA6_129,NPB2_072
Sox17,HFB13_105,HFB9_083
Mecom,HFB13_108,SomNHA4_040
Sox17,HFB13_108,HFA4_115
FoxH1,SomNHA6_113,SomNHA6_077
Nfe2,NPA7_024,PSA4_029
Sfpi1,NPA7_024,PSA1_074
Sfpi1,SomNHA6_114,SomNHA6_125
Lyl1,SomNHA6_114,SomNHA6_027
Ets1,SomNHA6_114,SomNHA3_064
Lmo2,NPA7_022,NPA7_095
Mitf,NPA7_022,NPA6_020
HoxB4,NPA7_022,PSA1_076
Lmo2,SomNHA6_115,SomNHA5_080
Sfpi1,SomNHA6_115,SomNHA4_066
Tbx3,SomNHA6_115,SomNHA3_089
Mecom,SomNHA6_115,SomNHA3_010
Etv2,SomNHA6_115,HFB13_046
Lmo2,SomNHA6_116,SomNHA4_004
Sox7,NPA7_021,HFA1_066
Erg,NPA7_021,NPB8_011
Hhex,NPA7_021,NPB2_052
Nfe2,NPA7_027,NPB7_010
Etv2,NPA7_026,PSA8_002
Sox17,NPA7_026,PSA1_083
Mecom,PSA3_007,NPA7_069
HoxB4,PSA3_007,PSA2_012
Gfi1,HFB13_111,HFB9_023
Sox7,HFB13_113,HFB13_069
Mecom,HFB13_113,HFA4_017
HoxB4,HFB13_113,HFA1_082
Gata1,HFB13_113,NPB2_057
Tbx3,HFB13_113,NPA7_007
Lmo2,HFB13_113,NPA6_061
Sox17,PSA3_008,SomNHA5_125
Notch1,PSA3_008,HFB9_044
Tbx3,PSA3_008,HFA1_102
Tal1,PSA3_008,NPA6_033
Gfi1b,PSA3_008,PSB3_033
Ets1,PSA3_008,PSB1_032
Etv6,PSA3_008,PSA7_053
Runx1,PSA3_008,PSA2_006
Mecom,PSA3_008,PSA1_053
Etv2,PSA3_008,PSA1_034
Ldb1,NPA7_020,HFA1_032
Myb,SomNHA6_117,SomNHA4_013
Mitf,SomNHA6_117,HFB13_004
Mecom,SomNHA6_117,HFB11_095
Ikaros,SomNHA6_117,PSA6_005
Etv2,HFB13_115,HFB11_043
Erg,SomNHA6_118,SomNHA4_037
Myb,HFB13_117,HFB9_129
Hhex,HFB13_117,HFB9_014
Tbx3,HFB13_117,NPB4_052
Erg,SomHA7_162,SomHA8_351
Etv6,SomHA7_162,SomHA8_269
Sfpi1,SomHA7_162,SomHA8_222
Meis1,SomHA7_162,SomHA8_078
Mitf,SomHA7_162,SomHA8_070
Ets1,SomHA7_162,SomHA8_062
Hhex,SomHA7_162,SomHA8_059
Lmo2,SomHA7_162,SomHA7_003
Sfpi1,SomHA7_165,SomHA9_077
Lmo2,SomHA7_165,SomHA8_035
Hhex,SomHA7_165,SomHA8_005
Ets1,SomHA7_165,SomHA7_054
Fli1,SomHA7_165,SomHA7_038
Mitf,SomHA7_165,SomHA7_024
Myb,SomHA7_165,SomHA7_014
Myb,SomHA7_166,SomHA8_129
Etv6,SomHA7_166,SomHA7_374
Lmo2,SomHA7_166,SomHA7_217
Ikaros,SomHA7_163,SomHA8_012
Etv2,SomNHA6_173,SomNHA6_068
Sfpi1,SomNHA6_173,SomNHA5_101
Tbx20,SomNHA6_173,SomNHA4_078
Mecom,SomNHA6_173,SomNHA4_067
Lmo2,SomNHA6_173,SomNHA3_194
Ikaros,SomNHA6_173,SomNHA3_023
FoxH1,SomNHA6_172,SomNHA3_206
Lmo2,SomNHA6_172,HFB13_153
Mitf,SomNHA6_172,HFB12_056
HoxB4,SomNHA6_172,HFB10_134
Lmo2,SomHA7_159,SomHA9_009
Sfpi1,SomHA7_159,SomHA8_134
Tbx3,SomHA7_159,SomHA8_128
Tbx20,SomHA7_159,SomHA7_197
Etv6,SomHA7_159,SomHA7_115
Meis1,SomHA7_159,SomHA7_048
Fli1,SomHA7_159,SomHA7_047
Gfi1,SomHA7_155,SomHA7_014
Gata1,SomNHA6_187,SomNHA5_161
Sfpi1,SomNHA6_188,SomNHA6_094
Myb,SomNHA6_188,SomNHA6_023
Myb,SomNHA6_181,SomNHA6_005
Lmo2,SomNHA6_181,SomNHA5_114
Sox7,SomHA7_146,SomHA9_227
Lyl1,SomHA7_146,SomHA9_089
Gfi1,SomHA7_146,SomHA8_363
Meis1,SomHA7_146,SomHA8_350
Ets1,SomHA7_146,SomHA8_319
Tbx3,SomHA7_146,SomHA8_274
Hhex,SomHA7_146,SomHA8_152
Etv6,SomHA7_146,SomHA8_148
Etv2,SomHA7_146,SomHA8_054
Lmo2,SomHA7_146,SomHA7_354
Sfpi1,SomHA7_146,SomHA7_310
Myb,SomHA7_146,SomHA7_189
Mitf,SomHA7_146,SomHA7_080
Cbfa2t3h,SomHA7_146,SomHA7_004
Fli1,SomHA7_145,SomHA8_319
Hhex,SomHA7_148,SomHA9_276
Ets2,SomHA7_147,SomHA9_106
Etv6,SomHA7_147,SomHA8_374
Tbx20,SomHA7_147,SomHA8_226
Etv2,SomHA7_147,SomHA8_025
Gata1,SomHA7_147,SomHA7_359
Sfpi1,SomHA7_147,SomHA7_329
Myb,SomHA7_147,SomHA7_226
Hhex,SomHA7_147,SomHA7_212
Mitf,SomHA7_147,SomHA7_113
Lyl1,SomHA7_147,SomHA7_107
Lmo2,SomHA7_147,SomHA7_091
Ets1,SomHA7_147,SomHA7_044
Fli1,SomHA7_147,SomHA7_028
Tbx3,SomHA7_147,SomHA7_011
Lmo2,SomHA7_186,SomHA9_170
Ets1,SomHA7_186,SomHA8_105
Gfi1,SomHA7_186,SomHA7_344
Mitf,SomHA7_181,SomHA9_022
Etv6,SomHA7_181,SomHA8_008
Fli1,SomHA7_181,SomHA7_337
Lyl1,SomHA7_181,SomHA7_205
Myb,SomHA7_181,SomHA7_133
Hhex,SomHA7_181,SomHA7_034
Mitf,SomNHA6_156,SomNHA4_194
Lmo2,SomNHA6_156,SomNHA4_142
HoxB4,SomNHA6_156,SomNHA3_017
Mecom,SomNHA6_156,HFB13_075
Tbx20,SomNHA6_156,HFB12_096
Erg,SomHA7_180,SomHA7_093
Runx1,SomNHA6_154,SomNHA5_160
Lmo2,SomNHA6_154,SomNHA4_150
Sfpi1,SomNHA6_154,SomNHA4_046
FoxH1,SomNHA6_154,SomNHA4_003
Mecom,SomNHA6_154,HFB12_003
Mecom,SomNHA6_151,HFB14_034
Lyl1,SomNHA6_150,SomNHA5_142
Cbfa2t3h,SomNHA6_150,HFB13_022
Myb,NPB2_055,HFB13_130
Sox17,NPB2_055,HFA1_092
Mecom,NPB2_055,NPB7_014
Sfpi1,NPB2_053,NPA6_087
Tbx20,NPB2_052,HFB13_078
Mecom,NPB2_052,HFB10_045
Lmo2,NPB2_052,NPB5_066
Gfi1,NPB2_052,NPA7_090
Hhex,NPB2_052,NPA7_021
HoxB4,NPB2_052,NPA6_020
Sox17,NPB2_052,NPA6_006
Meis1,NPB2_052,PSA8_002
Sfpi1,NPB2_052,PSA4_029
Mitf,NPB2_052,PSA1_076
Nfe2,NPB2_052,PSA1_074
Tbx3,NPB2_052,PSA1_055
Lmo2,NPB2_058,HFA1_104
Mitf,NPB2_057,SomHA8_034
Gata1,NPB2_057,HFB13_113
HoxB4,NPB2_057,HFA4_078
Tbx20,NPB2_057,NPA7_032
Meis1,SomHA7_179,SomHA7_102
Lmo2,SomHA7_179,SomHA7_043
Ets1,SomHA7_179,SomHA7_016
Lyl1,SomHA7_175,SomHA7_009
Lmo2,SomHA7_176,SomHA8_260
Fli1,SomHA7_176,SomHA8_026
Myb,SomHA7_176,SomHA8_008
Mitf,SomHA7_176,SomHA8_005
Etv6,SomHA7_176,SomHA7_133
Hhex,SomHA7_176,SomHA7_024
Ikaros,SomHA7_177,SomHA7_033
Sfpi1,SomHA7_170,SomHA9_189
Tbx3,SomHA7_170,SomHA8_319
Ets1,SomHA7_170,SomHA8_274
HoxB4,NPB2_071,NPB8_047
Ikaros,NPB2_071,PSB3_057
Lmo2,NPB2_071,PSA6_034
Sfpi1,SomHA7_171,SomHA8_325
Fli1,SomHA7_171,SomHA8_310
Meis1,SomHA7_171,SomHA7_078
Hhex,SomHA7_171,SomHA7_067
Mitf,SomHA7_171,SomHA7_059
Lmo2,SomHA7_171,SomHA7_039
Sox17,NPB2_072,SomNHA6_129
Myb,NPB2_072,PSB3_080
Mecom,NPB2_072,PSB3_057
Erg,NPB2_072,PSA2_002
Lyl1,SomNHA6_169,SomNHA4_059
Meis1,SomNHA6_169,PSB3_057
Tbx3,NPB6_058,SomNHA6_053
Sfpi1,NPB6_059,HFB11_032
Mitf,NPB6_059,PSA9_017
Etv2,NPB6_052,SomNHA3_010
Hhex,NPB6_052,HFB13_206
Runx1,NPB6_052,HFB13_129
Mecom,NPB6_052,HFB13_046
Sfpi1,NPB6_052,HFB11_053
Myb,NPB6_052,HFB10_037
Sox17,NPB6_052,HFB10_023
Tbx3,NPB6_052,HFB10_008
Erg,NPB6_052,HFA4_024
Ikaros,NPB6_052,HFA4_006
HoxB4,NPB6_052,PSB3_042
Tbx3,NPB2_064,SomNHA5_175
Etv2,NPB2_064,SomNHA4_038
Lyl1,NPB2_064,HFB9_187
HoxB4,NPB2_064,HFB12_014
Ikaros,NPB2_064,HFB11_057
Sfpi1,NPB2_064,HFB11_026
Nfe2,NPB2_064,HFB10_126
Runx1,NPB2_064,HFA4_122
Mecom,NPB2_064,NPB8_051
Tbx3,NPB6_054,HFB9_047
Fli1,SomHA7_168,SomHA8_024
Etv6,SomHA7_168,SomHA7_196
Tbx3,NPB2_068,HFB12_073
Sox17,NPB2_068,HFA4_079
Gata1,NPB2_068,PSA1_074
Myb,NPB2_067,HFA1_113
Gata1,NPB2_067,PSA8_034
Lyl1,SomHA7_167,SomHA8_058
Cbfa2t3h,SomHA7_167,SomHA7_003
Tbx3,NPB6_050,HFA4_049
Myb,SomHA7_169,SomHA8_152
Meis1,SomHA7_169,SomHA7_332
Sfpi1,SomHA7_169,SomHA7_246
Mitf,SomHA7_169,SomHA7_233
Hhex,SomHA7_169,SomHA7_189
Fli1,SomHA7_169,SomHA7_031
Lmo2,SomHA7_169,SomHA7_010
Etv2,SomNHA4_013,SomNHA6_201
Myb,SomNHA4_013,SomNHA6_117
Lmo2,SomNHA4_013,SomNHA6_104
FoxO4,SomNHA4_013,SomNHA4_009
Tbx20,SomNHA4_013,SomNHA3_017
Tbx3,SomNHA4_013,HFB9_161
HoxB4,SomNHA4_013,HFB12_096
Mitf,SomNHA4_013,NPA6_048
HoxB4,SomNHA4_017,SomNHA6_068
Meis1,NPB2_040,PSA8_032
Hhex,SomHA9_315,SomHA9_030
Fli1,SomHA9_315,SomHA8_085
Etv2,SomHA9_315,SomHA8_028
Etv6,SomHA9_315,SomHA7_325
Erg,SomHA7_114,SomHA9_088
Etv2,SomHA7_114,SomHA8_304
Sox7,SomHA7_114,SomHA8_248
Mitf,SomHA7_114,SomHA8_029
Hhex,SomHA7_115,SomHA9_278
Meis1,SomHA7_115,SomHA8_310
Lmo2,SomHA7_115,SomHA8_137
Ets1,SomHA7_115,SomHA7_358
Myb,SomHA7_115,SomHA7_341
Etv6,SomHA7_115,SomHA7_159
Ikaros,SomHA7_115,SomHA7_130
Sfpi1,SomHA7_115,SomHA7_081
Fli1,SomHA7_115,SomHA7_078
Etv2,SomHA7_115,SomHA7_056
Mitf,SomHA7_115,SomHA7_009
Gata1,NPB2_034,PSA1_021
Tbx3,NPA6_095,HFB9_139
Erg,NPA6_095,NPA6_037
Etv2,SomHA7_113,SomHA9_257
Etv6,SomHA7_113,SomHA9_123
Lmo2,SomHA7_113,SomHA8_222
Tbx3,SomHA7_113,SomHA8_207
Meis1,SomHA7_113,SomHA7_330
Mecom,SomHA7_113,SomHA7_269
Fli1,SomHA7_113,SomHA7_267
Mitf,SomHA7_113,SomHA7_147
Hhex,SomHA7_113,SomHA7_064
Myb,SomHA7_113,SomHA7_054
Ets1,SomHA7_113,SomHA7_014
Sfpi1,SomHA7_113,SomHA7_003
Notch1,SomHA7_119,SomHA8_323
Ets1,SomHA7_119,SomHA8_222
Tbx3,SomHA7_119,SomHA8_215
HoxB4,SomHA7_119,SomHA8_185
Fli1,SomHA7_119,SomHA8_149
Sfpi1,SomHA7_119,SomHA8_062
Myb,SomHA7_119,SomHA8_035
Hhex,SomHA7_119,SomHA7_207
Tbx20,SomHA7_119,SomHA7_094
Etv6,SomHA7_119,SomHA7_061
Mitf,SomHA7_119,SomHA7_058
Lmo2,SomHA7_119,SomHA7_014
Tbx20,NPB6_042,HFB11_002
Gfi1b,NPB6_042,HFA1_032
HoxB4,NPB6_042,NPB7_051
Tbx3,NPB6_042,PSB2_044
Gata1,SomHA7_117,SomHA7_137
Ikaros,NPB6_047,HFA4_027
Lyl1,NPB6_047,HFA1_104
Erg,NPB6_047,NPA7_038
HoxB4,NPB6_047,PSA2_016
Lmo2,SomNHA4_010,SomNHA3_117
Cbfa2t3h,SomNHA4_010,SomNHA3_095
Sox17,SomNHA4_010,SomNHA3_047
Mecom,SomNHA4_010,HFB9_127
Erg,SomNHA4_010,PSB2_040
Gata1,NPA6_099,HFA4_056
Gfi1,NPA6_099,NPA7_074
Gata1,NPB6_049,NPA6_030
FoxO4,SomNHA4_011,NPB7_044
Runx1,SomNHA3_198,SomNHA6_215
HoxB4,SomNHA3_198,SomNHA6_052
Mecom,SomNHA3_198,SomNHA5_057
Erg,SomNHA3_198,SomNHA3_036
Cbfa2t3h,SomNHA3_198,HFB13_137
Nfe2,SomNHA3_198,HFB13_011
Tbx3,SomNHA3_198,HFB11_021
Lmo2,SomHA9_307,SomHA8_279
Mitf,SomHA9_307,SomHA8_187
Etv2,SomHA9_307,SomHA7_007
Sfpi1,SomHA9_307,NPA6_036
Lmo2,SomNHA3_194,SomNHA6_173
Mecom,SomNHA3_194,SomNHA4_084
Sfpi1,SomNHA3_194,SomNHA3_186
Tbx20,SomNHA3_194,HFB12_103
HoxB4,SomNHA3_194,HFB12_052
Runx1,SomNHA3_194,HFB11_054
Ets2,SomHA9_308,SomHA7_024
Lyl1,SomHA9_304,SomHA8_025
Etv2,SomHA9_304,SomHA7_107
Tbx3,SomHA9_301,SomHA9_278
Sfpi1,SomHA9_301,SomHA9_133
Lmo2,SomHA9_301,SomHA8_345
Fli1,SomHA9_301,SomHA7_030
Mecom,NPB2_050,HFB10_014
Myb,NPB2_050,HFA4_042
Sfpi1,NPB2_050,NPB8_048
Tbx3,NPB2_050,NPA7_035
Fli1,SomHA7_110,SomHA8_340
Myb,SomHA7_110,SomHA7_299
Mecom,NPB2_045,PSB2_032
Notch1,SomHA7_102,SomHA8_298
Mitf,SomHA7_102,SomHA7_295
Ets1,SomHA7_102,SomHA7_271
Myb,SomHA7_102,SomHA7_230
Meis1,SomHA7_102,SomHA7_179
Fli1,SomHA7_102,SomHA7_091
Lmo2,SomHA7_102,SomHA7_028
Sox7,NPA6_087,SomHA9_229
Gfi1,NPA6_087,HFB9_139
Tbx20,NPA6_087,HFA4_023
Sfpi1,NPA6_087,NPB2_053
Gfi1,NPA6_086,HFB12_136
HoxB4,NPB6_031,SomNHA6_061
Tbx20,NPB6_031,SomNHA5_160
Sfpi1,NPB6_031,HFB9_116
FoxO4,NPB6_031,HFB9_029
Mecom,NPB6_031,HFB10_163
Cbfa2t3h,NPB6_031,HFB10_033
Erg,NPB6_031,NPB5_057
Tbx3,NPB6_031,PSA6_045
Notch1,SomHA7_105,SomHA9_171
Tbx20,SomHA7_105,SomHA8_166
Erg,SomHA7_105,SomHA7_344
Lmo2,NPB6_030,NPA7_075
Hhex,NPB2_043,PSB2_021
Ikaros,NPA6_083,HFB9_009
Meis1,NPA6_083,HFA4_054
Sox17,NPA6_083,NPB5_030
Lmo2,NPA6_083,NPB4_052
Tbx20,NPA6_083,NPB4_018
Gfi1,NPA6_083,NPB3_044
Sfpi1,NPA6_083,NPA7_038
HoxB4,NPA6_083,NPA6_058
Gfi1b,NPA6_083,PSA7_010
Etv2,SomHA7_107,SomHA9_304
Sfpi1,SomHA7_107,SomHA9_160
Lmo2,SomHA7_107,SomHA8_106
Ets1,SomHA7_107,SomHA8_082
Hhex,SomHA7_107,SomHA7_301
Lyl1,SomHA7_107,SomHA7_147
HoxB4,NPA6_082,SomNHA5_114
Cbfa2t3h,NPA6_082,SomNHA4_021
Meis1,NPA6_082,SomNHA4_004
Myb,NPB6_034,HFB10_127
Cbfa2t3h,NPB6_034,NPA7_071
Tbx3,NPA6_089,SomHA7_307
Sox17,SomNHA4_021,SomNHA3_076
Cbfa2t3h,SomNHA4_021,NPA6_082
Lmo2,SomNHA4_021,NPA6_024
Runx1,SomNHA4_021,PSB3_057
Lmo2,SomNHA6_199,SomNHA5_017
Ets1,SomNHA6_199,SomNHA4_110
Myb,SomNHA6_199,HFA4_074
Lmo2,SomHA7_142,SomHA8_185
Mitf,SomHA7_142,SomHA8_099
HoxB4,SomHA7_142,SomHA7_014
Mecom,NPA6_072,NPA7_062
Meis1,NPA6_071,NPB8_011
Erg,NPA6_076,NPA7_069
Notch1,NPA6_076,PSA6_048
Mecom,NPB2_014,HFB9_169
Sox17,NPB2_014,HFB13_159
Ikaros,NPB2_014,HFB10_121
Gfi1b,NPB2_014,HFB10_037
Fli1,SomHA7_137,SomHA9_149
Lmo2,SomHA7_137,SomHA8_107
Ets1,SomHA7_137,SomHA7_224
Gata1,SomHA7_137,SomHA7_117
Cbfa2t3h,SomHA7_137,SomHA7_033
Hhex,SomHA7_134,SomHA9_141
Mitf,SomHA7_134,SomHA8_082
Lyl1,SomHA7_134,SomHA7_014
Tbx3,NPA6_073,NPA7_013
Erg,NPA6_073,NPA6_064
Mecom,NPA6_073,NPA6_047
Mitf,NPA6_073,PSA8_002
Gfi1,NPA6_073,PSA6_039
Meis1,NPA6_073,PSA1_076
Ets1,NPB2_013,HFB10_033
Tbx20,NPB6_028,HFB13_076
Gata1,NPB6_028,HFB11_088
Mitf,NPB6_028,HFB11_065
Mecom,NPB2_017,HFB11_027
HoxB4,NPB2_017,HFA4_042
Tbx3,NPB2_017,NPB8_001
Nfe2,NPB2_017,PSB3_026
HoxB4,NPB6_026,HFB11_085
Myb,NPB6_025,HFB9_027
Erg,SomNHA6_195,HFB9_024
Mecom,SomNHA6_195,HFB9_009
Sfpi1,SomNHA6_195,HFB13_138
Lmo2,SomNHA6_195,HFB13_026
Myb,SomNHA6_195,HFB10_038
Runx1,SomNHA6_195,HFA4_117
Lmo2,NPB6_024,HFB12_065
Mecom,NPB6_024,HFB12_060
Gfi1b,NPB6_024,HFB10_121
Ikaros,NPB6_024,HFB10_037
Myb,NPB6_024,HFA4_006
Sfpi1,NPB6_024,NPB5_030
Sox17,NPB6_024,NPA7_038
Nfe2,NPB6_024,NPA7_035
Tbx20,NPB6_024,PSA9_017
Tbx3,NPB6_023,PSA7_056
Gfi1,NPB6_023,PSA1_057
Tbx3,SomNHA4_007,HFB13_083
Mecom,SomNHA4_007,HFB13_035
Sfpi1,SomNHA4_007,HFB12_152
Lmo2,SomNHA4_007,HFB10_023
Ikaros,SomNHA4_007,HFA1_120
Cbfa2t3h,SomNHA4_005,NPB8_047
Erg,SomNHA4_005,PSA1_039
Lmo2,SomNHA4_004,SomNHA6_116
Sox17,SomNHA4_004,SomNHA5_173
Meis1,SomNHA4_004,NPA6_082
FoxH1,SomNHA4_003,SomNHA6_154
Ikaros,SomNHA4_003,SomNHA4_184
Runx1,SomNHA4_003,SomNHA4_034
Ikaros,SomHA7_130,SomHA7_115
Gfi1b,SomHA7_133,SomHA7_343
Hhex,SomHA7_133,SomHA7_198
Myb,SomHA7_133,SomHA7_181
Etv6,SomHA7_133,SomHA7_176
FoxO4,SomNHA4_009,SomNHA4_013
Cbfa2t3h,SomHA7_127,SomHA9_116
Lmo2,NPA6_061,HFB13_113
Tbx3,NPA6_061,HFB13_078
Mitf,NPA6_061,HFB10_148
Gfi1,NPA6_061,HFB10_036
Sox7,NPA6_061,HFA4_022
Nfe2,NPA6_061,NPB5_019
Tbx20,NPA6_061,PSA1_055
Erg,SomHA7_124,SomHA9_171
Notch1,SomHA7_124,SomHA7_344
Tbx3,NPA6_062,NPA7_019
Tbx20,NPA6_062,PSB3_004
Sox17,NPA6_065,NPB5_059
Mitf,NPA6_065,PSB1_062
Lyl1,NPA6_065,PSB1_024
Erg,NPA6_064,NPA6_073
Lmo2,NPA6_064,PSB1_046
Etv2,NPB2_026,HFB9_110
Sox17,NPB2_028,NPA6_037
Meis1,NPB2_028,PSA7_066
Lyl1,NPB6_013,NPB7_016
Myb,NPB6_012,HFB10_024
Ets1,SomNHA4_051,PSB1_080
Tbx3,SomNHA4_055,SomNHA5_151
Sfpi1,SomNHA4_055,HFB9_185
Tbx20,SomNHA4_055,HFB9_168
Runx1,SomNHA6_215,SomNHA3_198
HoxB4,SomNHA6_215,SomNHA3_061
Sfpi1,SomNHA6_215,HFB13_191
Tbx3,SomNHA6_215,HFB12_056
Lmo2,SomNHA6_215,HFB11_125
Erg,SomNHA6_215,HFB10_024
Tbx3,SomNHA6_210,SomNHA4_031
HoxB4,SomNHA6_210,SomNHA3_178
Tbx20,SomNHA6_210,HFB11_125
Erg,HFB14_019,HFA4_009
Ikaros,HFB14_019,NPB8_047
Lyl1,HFB14_019,NPB7_011
Myb,HFB14_019,PSB3_059
HoxB4,HFB14_019,PSB3_057
Gfi1,SomNHA6_211,SomNHA4_125
Sox17,SomNHA6_211,SomNHA4_041
Tbx3,SomNHA6_211,HFB13_209
Lmo2,SomNHA6_211,HFB13_021
Mecom,SomNHA6_211,HFB12_111
Sox17,HFB14_026,HFB9_170
Mitf,HFB14_026,HFB9_047
Lyl1,SomNHA4_059,SomNHA6_169
Meis1,SomNHA4_059,PSB2_015
Myb,SomNHA4_059,PSA9_029
Mecom,HFB14_020,HFB10_064
Gfi1b,HFB14_020,PSA7_014
Sox17,NPB7_024,NPB5_019
Ets1,SomNHA4_060,SomNHA4_166
HoxB4,SomNHA4_060,PSA8_042
Sfpi1,SomNHA4_066,SomNHA6_115
Lmo2,SomNHA4_066,SomNHA3_120
Etv2,SomNHA4_066,HFB12_087
Lmo2,SomNHA4_065,HFB9_059
Erg,SomNHA4_065,HFB13_082
Runx1,SomNHA4_065,HFA4_063
Cbfa2t3h,PSB2_052,PSB1_081
Nfe2,PSB2_051,HFB9_171
Myb,PSB2_051,HFB13_152
HoxB4,PSB2_051,HFB12_109
Lmo2,HFB14_037,HFA1_010
Gata1,HFB14_037,NPA7_031
Lmo2,NPB7_010,HFB9_014
Nfe2,NPB7_010,NPA7_027
Myb,HFB14_038,PSB3_026
Gfi1,PSB2_053,NPB4_053
Ikaros,HFB14_035,NPA7_034
Mecom,PSB2_056,HFB9_172
Sfpi1,PSB2_056,HFB12_122
Lyl1,PSB2_056,HFB10_089
Lmo2,PSB2_056,HFB10_017
Runx1,PSB2_056,PSB2_034
Runx1,HFB14_034,SomNHA6_208
Mecom,HFB14_034,SomNHA6_151
Erg,HFB14_034,SomNHA3_107
Myb,HFB14_034,HFB9_128
Gfi1b,HFB14_034,HFB14_014
Mecom,SomNHA4_067,SomNHA6_173
Lmo2,SomNHA4_067,SomNHA4_084
Etv2,SomNHA4_067,SomNHA3_141
HoxB4,NPB7_016,SomNHA3_043
Lmo2,NPB7_016,HFB9_116
Tbx3,NPB7_016,HFB13_152
Lyl1,NPB7_016,NPB6_013
Mecom,NPB7_016,NPA7_012
Lmo2,PSB2_059,HFB10_045
Mecom,PSB2_059,NPB5_066
Gata1,PSB2_059,NPB3_028
HoxB4,HFB14_032,HFB11_091
Sfpi1,NPB7_018,SomNHA5_175
Ikaros,NPB7_018,HFB13_046
Mitf,NPB7_018,HFB12_127
Myb,NPB7_018,HFB12_060
Nfe2,NPB7_018,HFB11_140
Runx1,NPB7_018,HFB11_098
Gfi1b,NPB7_018,HFB11_048
Tbx3,NPB7_018,HFB11_026
Lmo2,NPB7_018,HFB10_139
Mecom,NPB7_018,HFA4_006
HoxB4,HFB14_030,NPB8_048
Sox17,NPB7_011,SomNHA6_048
Runx1,NPB7_011,SomNHA5_172
Lyl1,NPB7_011,HFB14_019
HoxB4,NPB7_011,PSB2_015
Mecom,NPB7_012,HFB9_119
Mitf,NPB7_012,HFB12_046
Sox17,NPB7_012,NPA6_046
Myb,NPB7_014,NPB5_031
Mecom,NPB7_014,NPB2_055
Tbx3,SomNHA4_031,SomNHA6_210
