"PartitionKey","RowKey","LogInTime","LogOutTime","RunProofCount","RunSimulationCount","NewModelCount","ImportModelCount","SaveModelCount","FurtherTestingCount","ClientVersion","SimulationErrorCount","FurtherTestingErrorCount","ProofErrorCount"
06eb2597-e9a4-475c-8ac0-4cac45ec17d0,c44665fc-2a65-4a85-b028-0142d5210ca8,23.04.2015 10:28:26,23.04.2015 11:59:59,18,6,1,1,2,5,BMA HTML5 2.0,0,0,0
0767ea23-8b34-49f6-a340-99305e04cb4f,51f166ae-8180-4c6d-add0-830e0ffd455e,25.09.2015 8:19:56,25.09.2015 8:55:17,9,10,0,0,10,6,BMA HTML5 1.2.0072,0,1,0
076fc871-98dd-431d-a31b-b9f4cfe5963b,29aa7f16-e120-4637-8a5d-9e415839f400,02.03.2015 0:55:28,02.03.2015 0:57:02,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
086b4e7b-e8b6-481a-b013-a65c7f919ad3,23774b7b-b914-4955-9338-4b8343ed6e81,07.09.2015 9:23:22,07.09.2015 14:22:20,0,0,0,1,0,0,BMA HTML5 1.2.0072,0,0,0
08a9a740-230e-4082-a1fd-389463958095,1bc7cbe6-7317-4a04-b806-aedb2d50bf0a,06.04.2015 19:54:48,06.04.2015 19:55:01,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
08a9a740-230e-4082-a1fd-389463958095,2205192c-5c6e-42c0-9e77-e2ab7a779e49,08.04.2015 16:11:56,08.04.2015 16:12:02,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
08a9a740-230e-4082-a1fd-389463958095,60dcf6cc-2c8d-4551-9b3d-ba1beeb12d84,26.03.2015 18:44:33,26.03.2015 18:54:32,4,2,0,0,0,0,BMA HTML5 2.0,0,0,0
09244093-6a68-47fe-8230-885e750abb8a,224b40c7-47b9-48bf-a2be-eb073fb1effd,07.10.2015 8:10:53,07.10.2015 8:10:56,0,0,0,0,0,0,BMA HTML5 1.2.0075,0,0,0
093a47de-55f5-45c6-a71b-ba416a06b0d5,29cafa5d-eda3-4218-8874-274b99c47771,23.04.2015 13:28:04,23.04.2015 13:28:31,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
094eb697-ba11-4926-84a9-18a14dad6349,e2faa9a4-4135-4eb0-9f11-b29acd17532b,23.04.2015 15:45:44,23.04.2015 15:46:48,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0a6a456d-5c21-4ad2-9708-1ef6f25e8efe,48b6fa50-960b-4107-baa1-c765e16ddff9,08.05.2015 13:43:20,08.05.2015 13:43:22,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0b1780af-d17d-4250-89e0-80d29369275f,27f45425-9675-4fce-9325-382a0760f490,22.04.2015 10:48:12,22.04.2015 11:06:05,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0b1780af-d17d-4250-89e0-80d29369275f,d7ba4e2d-ba69-4737-beae-309cb535d6f7,22.04.2015 11:06:12,22.04.2015 11:34:14,0,0,0,0,1,0,BMA HTML5 2.0,0,0,0
0be7be38-4715-4d4a-84e4-467de21324c9,e1060a33-412c-45fa-9c27-14137410f7c0,29.01.2015 9:37:23,29.01.2015 14:52:42,0,0,0,0,0,0,BMA HTML5 2.0,"","",""
0c06eadd-31ea-4c3b-9e15-49a5fee40ef1,029b07f7-2f01-4029-8888-c59a4a4ef722,25.06.2015 13:45:44,25.06.2015 15:45:59,4,1,0,1,0,0,BMA HTML5 2.0,0,0,0
0c06eadd-31ea-4c3b-9e15-49a5fee40ef1,46ff252b-2e84-42a8-96c1-aa60bc04ca10,25.06.2015 12:12:25,25.06.2015 15:45:59,5,1,1,0,1,1,BMA HTML5 2.0,0,0,0
0c06eadd-31ea-4c3b-9e15-49a5fee40ef1,7cbbb3d3-f384-4fb8-a9e1-0bd5de944ee0,25.06.2015 13:28:55,25.06.2015 13:32:00,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0c06eadd-31ea-4c3b-9e15-49a5fee40ef1,d4cf7ceb-d04e-45fb-a07d-0ae86768a2bb,25.06.2015 10:59:20,25.06.2015 13:31:20,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0c06eadd-31ea-4c3b-9e15-49a5fee40ef1,ebd68f21-0752-408c-ad26-2f119ba3299c,25.06.2015 13:29:10,25.06.2015 15:45:59,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0c122598-cc0e-4530-a9ea-ae507fbefd2c,13e44a3a-9998-4de9-80d0-23d635aea35d,15.06.2015 8:40:36,15.06.2015 8:51:01,1,0,1,0,0,0,BMA HTML5 2.0,0,0,0
0c122598-cc0e-4530-a9ea-ae507fbefd2c,7df5ee13-bd52-4dbf-9467-dbeb9f3932c4,15.06.2015 9:33:33,15.06.2015 9:35:40,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0c122598-cc0e-4530-a9ea-ae507fbefd2c,911d15e1-0d4a-4443-bebb-d2c6eac95ddd,15.06.2015 9:34:09,15.06.2015 9:35:40,1,2,1,1,0,0,BMA HTML5 2.0,0,0,0
0c122598-cc0e-4530-a9ea-ae507fbefd2c,afc435fd-53ca-4a92-9249-7ceb1eef83da,15.06.2015 8:51:04,15.06.2015 8:51:06,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0c199e09-224e-4da3-8c24-1370e2797323,df74ff20-1ad2-475f-87c2-fdf8fed5e136,22.09.2015 9:19:13,22.09.2015 10:31:31,0,0,0,0,0,0,BMA HTML5 1.2.0072,0,0,0
0c199e09-224e-4da3-8c24-1370e2797323,e2fd914a-a751-495f-83fc-dbdce93eae92,22.09.2015 9:11:46,22.09.2015 10:30:56,0,0,0,0,0,0,BMA HTML5 1.2.0072,0,0,0
0c6bd20c-7225-4e4b-b714-1f5a51617fe5,a39977a0-2266-4e8f-9877-309a099f1656,27.05.2015 11:55:32,27.05.2015 11:58:15,2,5,0,0,0,0,BMA HTML5 2.0,0,0,1
0c6bd20c-7225-4e4b-b714-1f5a51617fe5,eff61fea-647d-4df2-8462-bbfe4a82ad79,27.05.2015 11:48:14,27.05.2015 11:48:49,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0cb46131-01c7-43b1-bc85-78438d559582,a6bed9e6-bdd7-4dad-9c77-d96ea94ab5e2,11.02.2015 11:31:03,11.02.2015 11:31:04,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0cb46131-01c7-43b1-bc85-78438d559582,ccdb81ac-f811-4bab-acaa-647c3f5abb8f,11.02.2015 11:31:10,11.02.2015 11:31:12,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0cb46131-01c7-43b1-bc85-78438d559582,e3d54739-c01a-432a-9440-597dffa7a092,11.02.2015 11:31:14,11.02.2015 11:31:40,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0e4313f6-fc10-4d27-b8b5-2d4723c989cc,aaa23efa-a4c7-4075-a874-06d815ab54b7,03.06.2015 9:42:25,03.06.2015 9:44:02,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0e76c457-f334-458f-8bb5-7b43df2b8ea5,0f9dfe37-4c6a-47e2-88f2-13a9878d162f,22.04.2015 11:51:49,22.04.2015 11:51:56,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
0e76c457-f334-458f-8bb5-7b43df2b8ea5,22e30459-1c8c-4ef1-9563-003180289f14,22.04.2015 11:51:58,22.04.2015 11:52:04,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
10b588b8-7ccd-43b2-a7cb-54aace01b40b,0859aff5-6ed5-460d-8cbe-4d654975f79b,27.04.2015 11:46:11,27.04.2015 12:09:02,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
10fcf0cc-afb8-462a-830e-755b44786d3a,dabd84e9-05cc-4a37-9544-2ac1e6683c3a,06.10.2015 15:14:33,07.10.2015 10:44:44,0,0,0,0,0,0,BMA HTML5 1.3.0142,0,0,0
1138f740-189c-4568-bde9-e01e5838b6cf,1b1179d9-c922-4e3d-aa8c-470eb854942f,18.02.2015 10:44:17,18.02.2015 12:08:42,2,1,0,0,0,1,BMA HTML5 2.0,0,0,0
11af3d0f-9b4f-4032-bfed-9353ebf22164,99e3d756-a81e-4ccf-aff4-184974bcb6ab,21.04.2015 16:31:04,21.04.2015 16:31:10,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
11d63d38-bb7b-4a18-9519-afc604214c45,70dbeaae-0b4b-47b4-84fa-dd9ec0ad32d4,08.05.2015 10:45:54,08.05.2015 10:45:59,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1230e2c8-12fd-4483-bc97-09df7711dcba,2aa95170-bd95-4a17-8615-0676173e37d3,16.04.2015 8:32:46,16.04.2015 8:32:48,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1230e2c8-12fd-4483-bc97-09df7711dcba,c44ed4b3-5d1f-431d-b7b4-170c6e316a51,16.04.2015 8:32:52,16.04.2015 8:36:23,1,0,0,1,0,1,BMA HTML5 2.0,0,1,0
13994ee0-9170-44af-a73a-87e91abe261b,495f98e5-e702-4dd9-bed9-160ac828c7f4,21.04.2015 9:51:10,21.04.2015 10:04:20,4,0,1,0,2,1,BMA HTML5 2.0,0,0,0
14415019-00b3-42c3-b677-bf517b1bd5ea,8b65fe19-3010-475d-a2a2-e21e4aab1cb9,04.03.2015 10:46:21,04.03.2015 10:46:56,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
14415019-00b3-42c3-b677-bf517b1bd5ea,b5e76308-558b-429f-9b2f-e4425334e82d,04.03.2015 10:47:04,04.03.2015 10:57:01,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
150f400b-8316-4793-8908-3ddd753d5ca6,43b0c2c6-3a15-406c-9647-1ec93835c441,09.03.2015 23:53:15,10.03.2015 0:02:40,0,0,0,1,0,0,BMA HTML5 2.0,0,0,0
15a66f58-303c-47ee-924e-28156d941251,80eab608-b1a0-4cac-9991-0498a362a846,26.03.2015 19:35:45,26.03.2015 19:38:56,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
15ae1c79-6698-4213-bb2f-3ecc17732f84,f734d1bd-1b64-4d59-b715-e2924657fd9a,14.05.2015 12:26:25,14.05.2015 12:34:32,12,0,0,0,0,0,BMA HTML5 2.0,0,0,0
15bdfe78-1862-481e-a42e-06ccf6d0b760,a7b9269f-bde8-46e4-9f17-ddda31540cc0,13.05.2015 9:55:17,13.05.2015 9:56:09,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
16707b6f-6e74-4819-bdee-85b2df272185,5e7725b6-8784-4a71-bb3f-efadf9df30f7,01.04.2015 10:55:41,01.04.2015 10:57:59,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1690b61d-c306-4403-b77e-0e5836639d00,3779a04b-77a8-4071-9102-bc5093d6b1f9,24.03.2015 23:25:04,26.03.2015 1:05:30,11,2,0,0,0,0,BMA HTML5 2.0,0,0,0
1690b61d-c306-4403-b77e-0e5836639d00,5b9adbf6-5fd5-4e7f-85a4-eb86b7da317e,24.03.2015 17:30:16,24.03.2015 23:25:01,34,2,0,2,1,0,BMA HTML5 2.0,0,0,0
16efaa98-d521-40dd-a768-49ad2a38cbce,71be19ef-3c75-4ad9-b8de-b70a2b0f384f,29.05.2015 4:55:26,29.05.2015 5:08:57,1,0,1,0,0,0,BMA HTML5 2.0,0,0,0
171271d9-eff3-4ae4-a832-10c1d97858aa,fdd73461-a629-46f9-b949-ac2910b2852c,31.07.2015 7:49:53,31.07.2015 7:50:14,0,0,0,0,0,0,BMA HTML5 1.2.0072,0,0,0
17240466-08cd-4818-94b7-8661e5be7fb0,8c779b7e-2ad4-4f13-8523-b2547c797b8d,21.05.2015 10:05:38,21.05.2015 10:38:53,0,0,0,0,1,0,BMA HTML5 2.0,0,0,0
17240466-08cd-4818-94b7-8661e5be7fb0,fa6fa65c-a8ad-4700-af18-0b75ef6901d6,21.05.2015 10:04:06,21.05.2015 10:38:54,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
17b9c43f-2906-42d1-a1f3-c89e57ff09df,99120b1a-db32-4c19-a996-29b0bcd32fcc,06.03.2015 19:58:35,06.03.2015 19:58:43,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
18317560-53b2-42c2-96e6-45bb5f30dca8,5427f382-5640-47b8-88be-4727a836bbfe,15.09.2015 10:31:09,15.09.2015 10:36:23,4,2,0,0,0,0,BMA HTML5 1.2.0072,0,0,2
191ca066-4575-4842-a0a6-cafdc55981da,638e95ed-ec1a-4898-8ed3-9e205c679dfd,27.05.2015 10:32:41,27.05.2015 10:32:56,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
191e28e7-f9b6-4062-a16b-34a455fc0af5,159f31c4-9336-478a-ba8f-054ed418741b,10.03.2015 9:47:56,10.03.2015 9:48:01,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
191e28e7-f9b6-4062-a16b-34a455fc0af5,370d66a2-882f-4ce1-be3d-86504c749642,10.03.2015 9:48:01,10.03.2015 9:48:42,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
191e28e7-f9b6-4062-a16b-34a455fc0af5,bf6c4df9-c4ba-49f7-bf4e-deb2a2d056e3,10.03.2015 9:47:34,10.03.2015 9:47:52,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
191e28e7-f9b6-4062-a16b-34a455fc0af5,d0547ef0-b769-4edf-9709-74406d6334ff,10.03.2015 9:47:53,10.03.2015 9:47:55,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
19a18330-d188-4f85-896f-a64015b925fc,d354f207-6a69-4e6d-8687-775b0814654a,03.06.2015 9:25:09,03.06.2015 9:25:17,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
19be7e7c-d39e-4dd1-929d-7d015cf446f9,55f04566-343a-4de5-9d58-d040d9fe0156,02.02.2015 9:42:28,02.02.2015 9:42:57,0,0,0,0,0,0,BMA HTML5 2.0,"","",""
19be7e7c-d39e-4dd1-929d-7d015cf446f9,731cbdec-6285-4352-840c-4ccec8e1d8b1,02.02.2015 9:42:06,02.02.2015 9:42:57,0,0,0,0,0,0,BMA HTML5 2.0,"","",""
19be7e7c-d39e-4dd1-929d-7d015cf446f9,b8b211d4-c34b-48b9-9014-c07f1ab8b6a2,02.02.2015 9:42:20,02.02.2015 9:42:57,0,0,0,0,0,0,BMA HTML5 2.0,"","",""
1a613b1f-6d96-4467-aae7-331e2c05d12d,6d984b4e-ace3-4f22-b2d8-7f369b59836a,07.10.2015 9:32:50,08.10.2015 7:03:28,1,51,1,0,0,0,BMA HTML5 1.2.0075,0,0,0
1a613b1f-6d96-4467-aae7-331e2c05d12d,fc675087-019e-4829-a3f7-001a53ac3616,12.10.2015 8:47:45,12.10.2015 20:09:25,1,0,0,2,0,0,BMA HTML5 1.2.0075,0,0,0
1a66e057-300d-46c3-ad57-61a075ae2e28,7f0fc519-b740-4095-bf75-a8e44aa0793f,26.04.2015 17:19:17,04.05.2015 18:07:41,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1a80aba0-30de-4308-8622-0ae537b8efab,40f5e3d8-103b-41bc-90bb-23aea1f2c84d,23.02.2015 22:26:23,23.02.2015 22:33:23,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1b02f90d-b295-4b4b-93fd-afc732021750,cacc2eb0-fd36-4ca0-b7b3-dcfc7ba5d110,23.09.2015 12:29:54,23.09.2015 15:20:13,2,1,0,0,0,1,BMA HTML5 1.2.0072,0,0,0
1b02f90d-b295-4b4b-93fd-afc732021750,dd242831-2bb5-414a-8a8f-09f93a514c79,23.09.2015 12:27:13,23.09.2015 12:27:46,0,0,0,0,0,0,BMA HTML5 1.2.0072,0,0,0
1b6d3791-5565-4ed3-85b3-6c8c9481b444,cfe8d0e5-ccd5-4c5c-9ebd-396f58a71bcb,27.03.2015 15:18:02,27.03.2015 15:18:04,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
1caf8fae-c8df-457b-b6c1-5158113fb1a1,1dccf678-c03f-4ccb-b8c7-a72ad1fb77c8,24.09.2015 9:20:00,24.09.2015 9:53:24,0,1,1,0,3,0,BMA HTML5 1.2.0072,0,0,0
1caf8fae-c8df-457b-b6c1-5158113fb1a1,c49461c1-b980-4542-8dc5-8409d980cc33,24.09.2015 8:58:57,24.09.2015 9:19:42,2,2,0,0,12,0,BMA HTML5 1.2.0072,0,0,0
1dac9b57-3da9-446f-8f34-3aa8cbbc3fab,704c681d-d814-4def-ad3a-c5bcb16ff91e,07.05.2015 9:09:43,07.05.2015 9:55:42,16,0,0,1,0,0,BMA HTML5 2.0,0,0,1
1dfaa9e0-831c-435a-bd2d-47b2e7761a8c,0d53a253-592e-4239-b4cc-aed03b998404,10.03.2015 20:35:12,10.03.2015 20:38:21,0,1,0,0,0,0,BMA HTML5 2.0,0,0,0
1e03cb54-7a69-43ef-b843-3064f41da33a,a8cfa319-8d0f-44ee-8ed1-4132d9e4fdbc,09.07.2015 18:42:36,09.07.2015 18:44:47,2,2,0,0,0,0,BMA HTML5 2.0,0,0,0
1f65c6a0-9657-4214-bc33-49a4a5485202,a8a8ca30-64fe-4384-b44a-ca186563a6b7,11.05.2015 13:45:20,11.05.2015 13:46:22,3,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,1aff1a29-82ae-4cca-81b9-8f9f20feb47d,10.03.2015 16:18:22,10.03.2015 17:19:22,0,1,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,9f9fb35d-d664-4afb-908b-fa7f4dbc3779,10.03.2015 16:22:38,10.03.2015 16:22:47,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,aa358219-2de7-4785-a859-716a6b38e95e,10.03.2015 16:24:06,10.03.2015 17:19:21,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,aa68a4bd-ec69-49f0-b50a-212e1caad9d1,10.03.2015 16:18:14,10.03.2015 17:19:21,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,daa67708-6c47-48f4-9c68-bf8ff7b3f782,10.03.2015 16:22:48,10.03.2015 16:24:04,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,ec6d65d6-00ac-4744-8824-5c83fd086203,10.03.2015 16:21:34,10.03.2015 16:22:37,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20727400-8f60-4530-a2ba-fd2ff7be542d,f6f803d1-b1ba-44a4-bb91-c289e74ee57d,10.03.2015 16:21:21,10.03.2015 17:19:21,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
20cffcf7-2a24-4993-8afb-deb01b5f7275,970f67b6-dd81-4b43-a276-82a71ca64554,25.05.2015 8:30:43,25.05.2015 8:30:50,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
21104cc9-8e4f-4d92-9821-fc3de7b8f509,8b5f42b0-c283-4c66-a194-2ccac81de678,22.02.2015 7:54:53,22.02.2015 7:55:08,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
22593c27-b2c4-45dc-82ad-4619b7a01a6c,2b1c070e-5898-4e64-983f-df9b38eddd12,14.05.2015 16:38:55,14.05.2015 16:38:59,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
2279e49f-2c33-4b60-8d56-ab7b92bee986,b5307246-992f-4b29-900e-b2c0233ebc6d,13.05.2015 18:54:51,13.05.2015 18:55:04,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
22d4f022-ae93-42e6-b3ff-6f814f67af4a,4a0e09e2-e081-4ba9-9e91-2a21d04de5e8,18.02.2015 7:37:20,18.02.2015 7:37:58,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
22d4f022-ae93-42e6-b3ff-6f814f67af4a,fac330b1-e228-4a04-a0fc-7f7483c12b49,18.02.2015 7:38:00,18.02.2015 7:38:33,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
22f813c7-5d6a-41f6-bdbf-d2a3f5189aa9,540370e4-2bef-4e69-95db-019d420e21ef,18.03.2015 14:16:55,18.03.2015 14:17:13,0,1,0,0,0,0,BMA HTML5 2.0,0,0,0
236125fb-077a-450b-8e68-f7a10aa639e7,60c5f386-47a7-43d5-84d9-5e92a066cf9f,01.07.2015 18:17:23,01.07.2015 19:02:33,0,0,1,0,0,0,BMA HTML5 2.0,0,0,0
24dea8eb-4ad0-4247-8568-fdbeb94a31a8,a39498f7-2d6a-4820-ad02-f51836e78752,22.09.2015 11:49:04,22.09.2015 11:49:10,0,0,0,0,0,0,BMA HTML5 1.2.0072,0,0,0
24fdce00-a264-4ea9-b072-68585edfa61e,465aa96c-3d24-4445-abd4-dff65ad53733,22.05.2015 16:29:46,22.05.2015 16:50:46,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
24fdce00-a264-4ea9-b072-68585edfa61e,91aabe87-0a7c-4ae2-828c-523020c6d5c4,22.05.2015 16:23:41,22.05.2015 16:23:50,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
2502c01a-a544-447d-94b5-ec96f42c9f22,0a4d030f-08fe-4470-9845-61be07b5285c,07.05.2015 9:55:49,07.05.2015 10:13:18,0,0,0,0,1,0,BMA HTML5 2.0,0,0,0
263b8631-d9e9-45b4-ae71-88254eab199b,9ae4b507-7344-4964-9385-d91db0b3c0d0,23.04.2015 10:02:35,23.04.2015 10:16:46,2,0,1,0,0,1,BMA HTML5 2.0,0,0,0
26e31290-7ae9-47b6-8885-9afc52ef4e4a,bff13e13-9fde-46f4-8756-04b18794d47d,14.04.2015 13:59:15,14.04.2015 14:12:25,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
272541b9-676a-492b-8b52-b21cd72ecb9e,d73d41b2-8d07-45ab-96eb-4f9882c5b4dc,03.02.2015 9:33:59,03.02.2015 9:34:31,0,0,0,0,0,0,BMA HTML5 2.0,"","",""
278750c5-82b7-4ed6-aab0-451da48e204a,382b7614-e9db-423b-a12e-950e5c69ff24,19.03.2015 9:23:38,19.03.2015 9:23:41,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
27e7b9bf-3590-4dce-86ba-179cf039c989,f4773d69-89f7-4f97-9fff-0286d1cb7135,22.04.2015 11:21:59,22.04.2015 11:23:41,1,0,0,0,0,0,BMA HTML5 2.0,0,0,0
285d51f4-a649-4bb2-b831-25a4319206af,e569dfc1-5e08-4863-bbea-f73b4a139a77,25.03.2015 10:53:32,25.03.2015 10:53:38,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
28c7623a-f779-41e7-bcba-b183c79bc3c9,f212a0ed-396d-43c2-86ad-9d72348ff113,09.04.2015 15:09:43,09.04.2015 15:10:25,0,0,0,0,0,0,BMA HTML5 2.0,0,0,0
